POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G.1,GS,IP,K/9,BB/9,HR/9,BABIP.1,LOB%,GB%,ERA,FIP,WAR.1,Draft_POS
Batter,Michael Helman,TEX,15.0,58,2.0,6.0,6.0,1.0,6.40%,23.10%,0.142,0.265,0.221,0.279,0.364,0.281,80.0,0.0,-1.4,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Nick Madrigal,LAA,12.0,48,0.0,5.0,4.0,1.0,5.50%,12.30%,0.09,0.295,0.264,0.317,0.354,0.297,88.0,-0.1,-0.8,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Jeferson Quero,MIL,5.0,20,1.0,2.0,2.0,0.0,7.70%,19.70%,0.14,0.263,0.23,0.296,0.37,0.293,87.0,0.0,-0.3,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Trey Sweeney,DET,11.0,44,1.0,4.0,4.0,1.0,8.30%,27.00%,0.127,0.285,0.22,0.289,0.347,0.281,78.0,0.0,-1.2,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Vidal Bruján,NYM,16.0,62,1.0,6.0,6.0,2.0,8.40%,21.00%,0.113,0.278,0.229,0.301,0.342,0.284,84.0,0.0,-1.2,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Adrian Del Castillo,ARI,33.0,134,4.0,15.0,15.0,1.0,8.70%,27.80%,0.161,0.305,0.236,0.306,0.396,0.306,94.0,-0.2,-1.1,-2.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Kyren Paris,LAA,11.0,42,1.0,4.0,4.0,2.0,9.40%,32.80%,0.146,0.286,0.205,0.288,0.351,0.283,78.0,0.1,-1.0,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Trei Cruz,DET,10.0,41,1.0,4.0,3.0,1.0,11.80%,26.40%,0.111,0.282,0.211,0.308,0.322,0.283,79.0,0.0,-1.0,0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Luis Vázquez,BAL,9.0,38,1.0,4.0,4.0,1.0,6.30%,24.50%,0.125,0.288,0.231,0.289,0.356,0.284,81.0,0.0,-0.9,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Matt Thaiss,BOS,8.0,30,1.0,3.0,3.0,0.0,12.40%,25.90%,0.119,0.294,0.222,0.326,0.341,0.301,87.0,-0.1,-0.5,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Elias Díaz,KCR,9.0,35,1.0,4.0,4.0,0.0,6.70%,23.80%,0.136,0.279,0.229,0.286,0.366,0.285,78.0,-0.1,-1.0,0.7,0.1,,,,,,,,,,,,,,,,Util
Batter,Bryce Eldridge,SFG,60.0,248,9.0,28.0,30.0,1.0,8.50%,29.90%,0.178,0.298,0.231,0.301,0.408,0.306,98.0,-0.3,-1.0,-6.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Griffin Conine,MIA,74.0,303,11.0,31.0,34.0,2.0,9.30%,32.50%,0.169,0.302,0.222,0.3,0.391,0.303,92.0,-0.6,-3.6,-5.8,0.1,,,,,,,,,,,,,,,,Util
Batter,Brett Wisely,ATL,16.0,64,1.0,7.0,6.0,1.0,8.10%,23.70%,0.119,0.288,0.229,0.297,0.348,0.285,80.0,-0.1,-1.6,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Cameron Cauley,TEX,9.0,38,1.0,4.0,4.0,1.0,6.60%,27.50%,0.131,0.284,0.218,0.273,0.348,0.272,74.0,0.0,-1.1,0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Bryan Ramos,BAL,12.0,50,1.0,5.0,5.0,1.0,7.00%,24.10%,0.142,0.257,0.214,0.278,0.357,0.279,78.0,0.0,-1.3,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Eduardo Valencia,DET,4.0,17,0.0,2.0,2.0,0.0,7.20%,23.30%,0.147,0.278,0.232,0.293,0.38,0.293,86.0,0.0,-0.3,0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Austin Barnes,,14.0,53,1.0,5.0,5.0,1.0,8.30%,24.00%,0.099,0.274,0.216,0.286,0.315,0.269,70.0,-0.1,-2.0,0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Rodolfo Durán,SDP,5.0,21,1.0,2.0,2.0,0.0,5.50%,23.40%,0.143,0.267,0.224,0.271,0.367,0.278,80.0,0.0,-0.5,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Hao-Yu Lee,DET,8.0,31,1.0,3.0,3.0,1.0,8.10%,23.00%,0.131,0.279,0.227,0.298,0.358,0.289,84.0,0.0,-0.6,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Alex Verdugo,SDP,11.0,47,1.0,5.0,5.0,0.0,7.70%,16.30%,0.126,0.283,0.251,0.313,0.378,0.303,97.0,-0.1,-0.2,-0.7,0.1,,,,,,,,,,,,,,,,Util
Batter,Jhonny Pereda,SEA,5.0,19,0.0,2.0,2.0,0.0,10.10%,26.30%,0.099,0.308,0.23,0.313,0.329,0.288,90.0,0.0,-0.3,0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Joshua Báez,STL,9.0,36,1.0,4.0,4.0,2.0,8.10%,26.80%,0.148,0.296,0.233,0.303,0.381,0.301,94.0,0.1,-0.2,-0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Taylor Trammell,HOU,12.0,49,2.0,6.0,5.0,1.0,11.00%,31.10%,0.164,0.278,0.208,0.301,0.372,0.297,90.0,0.0,-0.6,-0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Cooper Ingle,CLE,3.0,11,0.0,1.0,1.0,0.0,12.70%,20.30%,0.122,0.28,0.231,0.334,0.354,0.308,98.0,0.0,0.0,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Myles Straw,TOR,40.0,159,1.0,15.0,13.0,5.0,7.80%,20.30%,0.079,0.286,0.231,0.294,0.31,0.27,71.0,0.5,-4.9,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Josh Kasevich,TOR,11.0,43,0.0,4.0,4.0,0.0,6.90%,16.00%,0.079,0.275,0.236,0.293,0.315,0.271,72.0,0.0,-1.5,0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Jared Young,NYM,6.0,25,1.0,3.0,3.0,0.0,9.50%,24.80%,0.169,0.282,0.232,0.315,0.401,0.314,104.0,0.0,0.1,-0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Paul DeJong,NYY,15.0,60,2.0,6.0,7.0,1.0,5.90%,31.60%,0.16,0.265,0.206,0.261,0.365,0.273,74.0,-0.1,-2.0,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Shane McGuire,ATH,7.0,28,0.0,3.0,2.0,0.0,10.90%,25.10%,0.089,0.275,0.209,0.302,0.298,0.273,70.0,0.0,-1.0,0.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Bryce Johnson,SDP,31.0,125,2.0,12.0,11.0,4.0,8.20%,27.20%,0.098,0.313,0.231,0.303,0.329,0.282,83.0,0.1,-2.5,-1.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Drew Waters,KCR,12.0,49,1.0,5.0,5.0,1.0,7.60%,28.60%,0.136,0.315,0.234,0.298,0.37,0.294,84.0,0.0,-0.9,-0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Grant McCray,SFG,24.0,97,2.0,10.0,9.0,3.0,7.60%,30.60%,0.132,0.296,0.215,0.279,0.347,0.275,77.0,0.1,-2.6,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Nolan Jones,CLE,8.0,32,1.0,3.0,3.0,1.0,11.00%,30.00%,0.147,0.314,0.229,0.32,0.376,0.306,97.0,0.0,-0.1,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Liover Peguero,PHI,8.0,33,1.0,4.0,3.0,1.0,6.40%,24.30%,0.132,0.279,0.227,0.28,0.358,0.28,76.0,0.0,-0.9,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Eric Haase,,9.0,35,1.0,3.0,3.0,0.0,6.70%,32.10%,0.132,0.288,0.211,0.269,0.343,0.269,72.0,0.0,-1.2,0.7,0.0,,,,,,,,,,,,,,,,Util
Batter,Anthony Seigler,BOS,5.0,20,0.0,2.0,2.0,1.0,12.50%,22.60%,0.129,0.276,0.221,0.324,0.35,0.302,88.0,0.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,A.J. Vukovich,ARI,12.0,48,1.0,5.0,6.0,0.0,6.90%,29.10%,0.157,0.316,0.241,0.297,0.399,0.302,91.0,0.0,-0.5,-0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,John Rave,KCR,26.0,103,3.0,11.0,11.0,3.0,9.20%,25.80%,0.143,0.288,0.228,0.302,0.37,0.296,85.0,0.0,-1.8,-1.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Kahlil Watson,CLE,8.0,31,1.0,3.0,3.0,1.0,8.00%,30.90%,0.149,0.281,0.21,0.28,0.358,0.281,79.0,0.0,-0.7,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Ronny Simon,PIT,5.0,21,0.0,2.0,2.0,1.0,8.10%,20.50%,0.119,0.295,0.244,0.31,0.363,0.297,87.0,0.0,-0.3,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Christian Franklin,WSN,16.0,66,1.0,7.0,6.0,2.0,10.90%,25.50%,0.116,0.295,0.225,0.318,0.341,0.296,88.0,0.0,-0.9,-0.8,0.0,,,,,,,,,,,,,,,,Util
Batter,Willie MacIver,TEX,5.0,21,1.0,2.0,2.0,0.0,7.50%,26.90%,0.132,0.292,0.225,0.293,0.357,0.287,84.0,0.0,-0.4,0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Jonatan Clase,TOR,12.0,45,1.0,5.0,4.0,2.0,8.30%,26.80%,0.129,0.291,0.224,0.293,0.353,0.285,82.0,0.1,-0.8,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Spencer Jones,NYY,14.0,55,2.0,6.0,7.0,2.0,7.60%,37.20%,0.178,0.312,0.216,0.28,0.394,0.292,87.0,0.0,-0.8,-0.7,0.0,,,,,,,,,,,,,,,,Util
Batter,Gustavo Campero,LAA,8.0,31,1.0,3.0,3.0,1.0,7.30%,20.70%,0.144,0.284,0.241,0.311,0.385,0.306,94.0,0.0,-0.2,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Heriberto Hernández,MIA,62.0,257,9.0,28.0,29.0,2.0,10.10%,30.20%,0.168,0.294,0.222,0.307,0.391,0.306,94.0,-0.4,-2.3,-5.8,0.0,,,,,,,,,,,,,,,,Util
Batter,Nacho Alvarez Jr.,ATL,9.0,33,0.0,3.0,3.0,0.0,8.60%,21.50%,0.1,0.299,0.24,0.317,0.34,0.294,86.0,0.0,-0.6,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Chas McCormick,CHC,14.0,54,2.0,6.0,6.0,2.0,8.40%,26.50%,0.136,0.29,0.229,0.303,0.366,0.295,90.0,-0.1,-0.8,-0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Stuart Fairchild,CLE,14.0,56,1.0,6.0,6.0,2.0,7.90%,26.70%,0.138,0.29,0.225,0.296,0.363,0.291,86.0,0.0,-0.9,-0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Nelson Rada,LAA,21.0,84,1.0,8.0,6.0,4.0,9.70%,24.20%,0.072,0.311,0.233,0.315,0.306,0.282,77.0,0.1,-2.1,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Max Anderson,DET,6.0,25,0.0,2.0,2.0,0.0,5.20%,17.10%,0.121,0.282,0.248,0.292,0.369,0.287,82.0,0.0,-0.5,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Tristan Peters,CHW,12.0,48,1.0,5.0,4.0,1.0,8.80%,22.80%,0.122,0.276,0.224,0.298,0.346,0.286,81.0,0.0,-1.1,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Shay Whitcomb,HOU,10.0,39,1.0,4.0,4.0,1.0,7.00%,28.50%,0.159,0.273,0.217,0.279,0.377,0.286,82.0,0.0,-0.8,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Brandon Valenzuela,TOR,8.0,32,1.0,3.0,3.0,0.0,8.30%,26.70%,0.114,0.259,0.201,0.272,0.315,0.261,65.0,0.0,-1.3,0.7,0.0,,,,,,,,,,,,,,,,Util
Batter,James Triantos,CHC,9.0,35,0.0,4.0,3.0,1.0,5.50%,16.20%,0.095,0.278,0.242,0.289,0.336,0.276,76.0,0.1,-0.9,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Drew Romo,CHW,4.0,17,0.0,2.0,2.0,0.0,5.30%,24.20%,0.13,0.275,0.225,0.272,0.355,0.274,73.0,0.0,-0.6,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Jonathon Long,CHC,6.0,26,1.0,3.0,3.0,0.0,9.90%,23.10%,0.142,0.299,0.245,0.327,0.387,0.315,103.0,0.0,0.1,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Jorge Barrosa,ARI,20.0,81,1.0,8.0,8.0,1.0,8.70%,23.20%,0.113,0.292,0.231,0.302,0.344,0.286,81.0,-0.1,-1.9,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,RJ Schreck,TOR,6.0,26,1.0,3.0,3.0,0.0,11.40%,24.90%,0.15,0.269,0.217,0.318,0.367,0.304,95.0,0.0,-0.2,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Jordan Diaz,ATH,4.0,15,0.0,2.0,2.0,0.0,5.80%,21.00%,0.151,0.288,0.248,0.297,0.399,0.302,90.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Kevin Alcántara,CHC,12.0,47,1.0,5.0,5.0,1.0,7.50%,30.20%,0.135,0.308,0.228,0.289,0.363,0.287,84.0,0.0,-0.9,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Victor Mesa Jr.,TBR,6.0,22,1.0,2.0,2.0,0.0,7.20%,21.20%,0.144,0.28,0.238,0.297,0.382,0.297,88.0,0.0,-0.3,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Jose Herrera,TEX,8.0,30,0.0,3.0,3.0,0.0,9.80%,23.60%,0.097,0.274,0.216,0.297,0.313,0.275,75.0,-0.1,-1.0,0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Edwin Arroyo,CIN,9.0,38,1.0,4.0,3.0,1.0,6.20%,19.90%,0.104,0.3,0.247,0.3,0.351,0.287,77.0,0.0,-1.0,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Brendan Rodgers,,8.0,31,1.0,3.0,3.0,0.0,7.00%,26.30%,0.129,0.308,0.238,0.298,0.367,0.291,81.0,0.0,-0.7,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Rhylan Thomas,SEA,6.0,25,0.0,3.0,2.0,1.0,6.50%,10.40%,0.089,0.284,0.264,0.316,0.353,0.295,95.0,0.0,-0.2,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Tyler Nevin,,6.0,24,1.0,3.0,3.0,0.0,8.10%,18.60%,0.148,0.278,0.246,0.316,0.394,0.309,97.0,0.0,-0.1,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Hayden Senger,NYM,4.0,17,0.0,2.0,2.0,0.0,5.90%,29.70%,0.103,0.281,0.206,0.262,0.308,0.253,62.0,0.0,-0.8,0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Tomás Nido,DET,8.0,32,1.0,3.0,3.0,0.0,4.50%,25.10%,0.104,0.281,0.222,0.263,0.326,0.258,62.0,-0.1,-1.5,0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Kevin Newman,KCR,9.0,35,0.0,3.0,3.0,1.0,5.30%,17.10%,0.097,0.293,0.25,0.294,0.347,0.282,75.0,0.0,-1.0,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Kyle Farmer,ATL,15.0,60,1.0,6.0,6.0,1.0,6.20%,23.80%,0.125,0.28,0.227,0.285,0.352,0.28,77.0,-0.1,-1.7,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Ali Sánchez,NYY,3.0,13,0.0,1.0,1.0,0.0,7.00%,25.30%,0.109,0.282,0.221,0.279,0.33,0.27,72.0,0.0,-0.5,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Nick Sogard,BOS,10.0,41,0.0,4.0,4.0,1.0,10.50%,22.30%,0.097,0.307,0.241,0.325,0.338,0.297,85.0,-0.1,-0.8,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Tyler Black,MIL,12.0,47,1.0,5.0,5.0,2.0,11.80%,26.10%,0.134,0.285,0.219,0.321,0.353,0.301,93.0,0.0,-0.4,-0.9,0.0,,,,,,,,,,,,,,,,Util
Batter,Seby Zavala,LAD,7.0,28,1.0,3.0,3.0,0.0,8.30%,37.70%,0.133,0.267,0.179,0.254,0.312,0.252,59.0,-0.1,-1.4,0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Mark Canha,TEX,17.0,72,2.0,8.0,7.0,1.0,8.80%,21.50%,0.121,0.289,0.237,0.319,0.358,0.301,93.0,-0.2,-0.8,-1.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Luke Maile,KCR,3.0,12,0.0,1.0,1.0,0.0,9.20%,28.20%,0.118,0.299,0.221,0.302,0.34,0.286,79.0,0.0,-0.3,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Maverick Handley,BAL,4.0,17,0.0,2.0,1.0,0.0,9.50%,27.70%,0.096,0.269,0.199,0.286,0.295,0.264,68.0,0.0,-0.7,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Akil Baddoo,MIL,15.0,59,2.0,6.0,6.0,2.0,10.70%,29.70%,0.147,0.287,0.214,0.3,0.361,0.292,86.0,0.1,-0.8,-0.8,0.0,,,,,,,,,,,,,,,,Util
Batter,Logan Driscoll,TBR,3.0,12,0.0,1.0,1.0,0.0,6.80%,26.20%,0.12,0.282,0.218,0.279,0.338,0.272,71.0,0.0,-0.4,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Jesús Bastidas,MIA,6.0,22,0.0,2.0,2.0,0.0,6.90%,26.90%,0.127,0.276,0.214,0.283,0.34,0.275,73.0,0.0,-0.7,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Buddy Kennedy,SFG,3.0,11,0.0,1.0,1.0,0.0,9.90%,20.40%,0.113,0.288,0.236,0.322,0.349,0.3,93.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Kameron Misner,KCR,13.0,54,1.0,6.0,5.0,2.0,10.60%,32.30%,0.139,0.297,0.209,0.297,0.348,0.286,79.0,0.0,-1.3,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Emmanuel Rivera,,6.0,24,0.0,2.0,2.0,0.0,7.00%,22.10%,0.116,0.295,0.241,0.3,0.357,0.29,84.0,0.0,-0.5,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Brett Sullivan,COL,31.0,124,2.0,13.0,12.0,1.0,7.00%,17.40%,0.13,0.265,0.232,0.291,0.362,0.286,68.0,-0.1,-4.9,2.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Korey Lee,CHW,13.0,50,1.0,5.0,5.0,1.0,5.70%,27.10%,0.142,0.272,0.218,0.266,0.359,0.273,72.0,0.0,-1.7,0.9,0.0,,,,,,,,,,,,,,,,Util
Batter,Ji Hwan Bae,NYM,4.0,16,0.0,2.0,1.0,1.0,9.20%,25.40%,0.095,0.314,0.235,0.31,0.33,0.286,85.0,0.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Nicky Lopez,COL,12.0,50,0.0,5.0,4.0,1.0,8.30%,15.20%,0.07,0.3,0.255,0.323,0.325,0.291,71.0,0.1,-1.7,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Sterlin Thompson,COL,9.0,36,1.0,4.0,4.0,1.0,7.10%,23.30%,0.155,0.312,0.254,0.318,0.41,0.317,89.0,0.0,-0.5,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Carlos Pérez,HOU,2.0,9,0.0,1.0,1.0,0.0,7.80%,22.20%,0.17,0.243,0.215,0.284,0.385,0.292,87.0,0.0,-0.2,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Seth Brown,NYY,5.0,19,1.0,2.0,2.0,0.0,7.60%,26.60%,0.189,0.276,0.232,0.295,0.421,0.31,99.0,-0.1,-0.1,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Tre' Morgan,TBR,9.0,37,1.0,4.0,4.0,1.0,10.60%,21.80%,0.127,0.293,0.238,0.326,0.365,0.306,95.0,0.0,-0.3,-0.8,0.0,,,,,,,,,,,,,,,,Util
Batter,Cavan Biggio,HOU,8.0,33,1.0,3.0,3.0,0.0,10.90%,28.90%,0.113,0.29,0.211,0.31,0.324,0.287,83.0,-0.1,-0.7,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Diego Castillo,,4.0,15,0.0,2.0,1.0,0.0,9.70%,20.80%,0.112,0.273,0.226,0.304,0.337,0.286,81.0,0.0,-0.3,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Yasmani Grandal,,2.0,10,0.0,1.0,1.0,0.0,9.40%,22.00%,0.121,0.264,0.22,0.299,0.341,0.285,80.0,0.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Carlos Mendoza,TOR,3.0,10,0.0,1.0,1.0,0.0,10.80%,18.30%,0.088,0.287,0.237,0.33,0.325,0.296,89.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Yunior Severino,,4.0,18,0.0,2.0,2.0,0.0,8.90%,32.40%,0.14,0.302,0.216,0.29,0.356,0.285,80.0,0.0,-0.4,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Justin Foscue,TEX,9.0,35,1.0,4.0,4.0,0.0,9.20%,19.90%,0.157,0.255,0.224,0.305,0.382,0.302,94.0,0.0,-0.3,-0.7,0.0,,,,,,,,,,,,,,,,Util
Batter,Andrew Pinckney,WSN,7.0,30,1.0,3.0,3.0,1.0,6.10%,30.80%,0.12,0.309,0.225,0.282,0.345,0.276,75.0,0.0,-0.9,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Tyler Tolbert,KCR,31.0,128,2.0,13.0,11.0,10.0,5.90%,25.00%,0.097,0.295,0.226,0.282,0.324,0.268,66.0,0.8,-4.2,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Marco Luciano,NYY,4.0,18,0.0,2.0,2.0,0.0,10.90%,32.10%,0.131,0.27,0.195,0.286,0.326,0.275,75.0,0.0,-0.5,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Tucupita Marcano,SDP,2.0,9,0.0,1.0,1.0,0.0,6.90%,17.80%,0.116,0.276,0.239,0.298,0.355,0.288,87.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Nate Furman,SFG,1.0,6,0.0,1.0,1.0,0.0,9.80%,17.50%,0.112,0.295,0.252,0.334,0.364,0.311,101.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Rece Hinds,CIN,8.0,33,1.0,4.0,4.0,1.0,6.00%,32.60%,0.192,0.301,0.229,0.28,0.42,0.301,87.0,0.0,-0.5,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Zac Veen,COL,27.0,112,3.0,13.0,12.0,3.0,7.30%,22.80%,0.15,0.303,0.249,0.31,0.399,0.309,83.0,0.1,-2.2,-1.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Eli White,ATL,30.0,123,3.0,13.0,13.0,4.0,6.90%,27.30%,0.138,0.3,0.233,0.293,0.371,0.29,84.0,0.1,-2.3,-1.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Austin Gauthier,LAD,2.0,10,0.0,1.0,1.0,0.0,13.10%,23.10%,0.091,0.292,0.224,0.33,0.315,0.294,88.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Nelson Quiroz,LAD,1.0,5,0.0,1.0,1.0,0.0,7.00%,14.30%,0.109,0.279,0.25,0.308,0.36,0.294,88.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Tyler Callihan,PIT,11.0,44,1.0,4.0,4.0,1.0,7.40%,26.80%,0.117,0.302,0.228,0.29,0.345,0.281,76.0,0.0,-1.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Eguy Rosario,,4.0,16,0.0,2.0,2.0,0.0,7.80%,28.70%,0.152,0.278,0.215,0.281,0.367,0.284,80.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Tirso Ornelas,SDP,4.0,14,0.0,2.0,2.0,0.0,8.40%,21.60%,0.135,0.288,0.241,0.309,0.375,0.301,95.0,0.0,-0.1,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Ryan Ward,LAD,8.0,32,1.0,4.0,4.0,0.0,7.70%,26.50%,0.18,0.264,0.22,0.283,0.4,0.295,88.0,0.0,-0.5,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,LuJames Groover,ARI,1.0,5,0.0,1.0,1.0,0.0,8.70%,18.10%,0.124,0.305,0.261,0.332,0.385,0.316,101.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Wilmer Flores,,30.0,128,5.0,14.0,15.0,0.0,8.20%,18.50%,0.164,0.257,0.236,0.306,0.4,0.308,97.0,-0.6,-1.1,-3.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Andre Lipcius,,5.0,18,0.0,2.0,2.0,0.0,8.60%,23.40%,0.131,0.271,0.222,0.295,0.353,0.286,82.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Sam Huff,BAL,2.0,8,0.0,1.0,1.0,0.0,7.20%,34.00%,0.143,0.292,0.208,0.269,0.351,0.272,73.0,0.0,-0.3,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Gabriel Rincones Jr.,PHI,11.0,44,1.0,5.0,5.0,1.0,10.30%,27.40%,0.15,0.274,0.215,0.303,0.365,0.294,86.0,0.0,-0.7,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Vinny Capra,BOS,3.0,11,0.0,1.0,1.0,0.0,8.40%,23.00%,0.112,0.293,0.234,0.304,0.346,0.288,79.0,0.0,-0.3,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Chadwick Tromp,ATL,3.0,11,0.0,1.0,1.0,0.0,7.40%,26.40%,0.113,0.268,0.208,0.27,0.322,0.262,65.0,0.0,-0.5,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Javi Vaz,KCR,2.0,9,0.0,1.0,1.0,0.0,10.10%,13.00%,0.087,0.27,0.24,0.324,0.327,0.293,83.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Ramón Rodríguez,MIL,1.0,5,0.0,0.0,0.0,0.0,8.50%,15.80%,0.119,0.257,0.231,0.304,0.349,0.29,85.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Dairon Blanco,TEX,6.0,25,1.0,3.0,2.0,2.0,6.70%,25.40%,0.122,0.298,0.233,0.295,0.355,0.287,84.0,0.2,-0.3,-0.4,0.0,,,,,,,,,,,,,,,,Util
