POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
Batter,Kameron Misner,KCR,13,54,1,6,5,2,10.60%,32.30%,0.139,0.297,0.209,0.297,0.348,0.286,79,0,-1.3,-0.2,0,,,,,,,,,,,,,,,
Batter,Emmanuel Rivera,,6,24,0,2,2,0,7.00%,22.10%,0.116,0.295,0.241,0.3,0.357,0.29,84,0,-0.5,0,0,,,,,,,,,,,,,,,
Batter,Brett Sullivan,COL,31,124,2,13,12,1,7.00%,17.40%,0.13,0.265,0.232,0.291,0.362,0.286,68,-0.1,-4.9,2.2,0,,,,,,,,,,,,,,,
Batter,Korey Lee,CHW,13,50,1,5,5,1,5.70%,27.10%,0.142,0.272,0.218,0.266,0.359,0.273,72,0,-1.7,0.9,0,,,,,,,,,,,,,,,
Batter,Ji Hwan Bae,NYM,4,16,0,2,1,1,9.20%,25.40%,0.095,0.314,0.235,0.31,0.33,0.286,85,0,-0.3,0,0,,,,,,,,,,,,,,,
Batter,Nicky Lopez,COL,12,50,0,5,4,1,8.30%,15.20%,0.07,0.3,0.255,0.323,0.325,0.291,71,0.1,-1.7,0.2,0,,,,,,,,,,,,,,,
Batter,Sterlin Thompson,COL,9,36,1,4,4,1,7.10%,23.30%,0.155,0.312,0.254,0.318,0.41,0.317,89,0,-0.5,-0.4,0,,,,,,,,,,,,,,,
Batter,Carlos Pérez,HOU,2,9,0,1,1,0,7.80%,22.20%,0.17,0.243,0.215,0.284,0.385,0.292,87,0,-0.2,0.2,0,,,,,,,,,,,,,,,
Batter,Seth Brown,NYY,5,19,1,2,2,0,7.60%,26.60%,0.189,0.276,0.232,0.295,0.421,0.31,99,-0.1,-0.1,-0.3,0,,,,,,,,,,,,,,,
Batter,Tre' Morgan,TBR,9,37,1,4,4,1,10.60%,21.80%,0.127,0.293,0.238,0.326,0.365,0.306,95,0,-0.3,-0.8,0,,,,,,,,,,,,,,,
Batter,Cavan Biggio,HOU,8,33,1,3,3,0,10.90%,28.90%,0.113,0.29,0.211,0.31,0.324,0.287,83,-0.1,-0.7,-0.1,0,,,,,,,,,,,,,,,
Batter,Diego Castillo,,4,15,0,2,1,0,9.70%,20.80%,0.112,0.273,0.226,0.304,0.337,0.286,81,0,-0.3,0.1,0,,,,,,,,,,,,,,,
Batter,Yasmani Grandal,,2,10,0,1,1,0,9.40%,22.00%,0.121,0.264,0.22,0.299,0.341,0.285,80,0,-0.3,0,0,,,,,,,,,,,,,,,
Batter,Carlos Mendoza,TOR,3,10,0,1,1,0,10.80%,18.30%,0.088,0.287,0.237,0.33,0.325,0.296,89,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Yunior Severino,,4,18,0,2,2,0,8.90%,32.40%,0.14,0.302,0.216,0.29,0.356,0.285,80,0,-0.4,0.1,0,,,,,,,,,,,,,,,
Batter,Justin Foscue,TEX,9,35,1,4,4,0,9.20%,19.90%,0.157,0.255,0.224,0.305,0.382,0.302,94,0,-0.3,-0.7,0,,,,,,,,,,,,,,,
Batter,Andrew Pinckney,WSN,7,30,1,3,3,1,6.10%,30.80%,0.12,0.309,0.225,0.282,0.345,0.276,75,0,-0.9,0.1,0,,,,,,,,,,,,,,,
Batter,Tyler Tolbert,KCR,31,128,2,13,11,10,5.90%,25.00%,0.097,0.295,0.226,0.282,0.324,0.268,66,0.8,-4.2,0.1,0,,,,,,,,,,,,,,,
Batter,Marco Luciano,NYY,4,18,0,2,2,0,10.90%,32.10%,0.131,0.27,0.195,0.286,0.326,0.275,75,0,-0.5,0.2,0,,,,,,,,,,,,,,,
Batter,Tucupita Marcano,SDP,2,9,0,1,1,0,6.90%,17.80%,0.116,0.276,0.239,0.298,0.355,0.288,87,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Nate Furman,SFG,1,6,0,1,1,0,9.80%,17.50%,0.112,0.295,0.252,0.334,0.364,0.311,101,0,0,0,0,,,,,,,,,,,,,,,
Batter,Rece Hinds,CIN,8,33,1,4,4,1,6.00%,32.60%,0.192,0.301,0.229,0.28,0.42,0.301,87,0,-0.5,-0.4,0,,,,,,,,,,,,,,,
Batter,Zac Veen,COL,27,112,3,13,12,3,7.30%,22.80%,0.15,0.303,0.249,0.31,0.399,0.309,83,0.1,-2.2,-1.4,0,,,,,,,,,,,,,,,
Batter,Eli White,ATL,30,123,3,13,13,4,6.90%,27.30%,0.138,0.3,0.233,0.293,0.371,0.29,84,0.1,-2.3,-1.6,0,,,,,,,,,,,,,,,
Batter,Austin Gauthier,LAD,2,10,0,1,1,0,13.10%,23.10%,0.091,0.292,0.224,0.33,0.315,0.294,88,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Nelson Quiroz,LAD,1,5,0,1,1,0,7.00%,14.30%,0.109,0.279,0.25,0.308,0.36,0.294,88,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Tyler Callihan,PIT,11,44,1,4,4,1,7.40%,26.80%,0.117,0.302,0.228,0.29,0.345,0.281,76,0,-1.2,0,0,,,,,,,,,,,,,,,
Batter,Eguy Rosario,,4,16,0,2,2,0,7.80%,28.70%,0.152,0.278,0.215,0.281,0.367,0.284,80,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Tirso Ornelas,SDP,4,14,0,2,2,0,8.40%,21.60%,0.135,0.288,0.241,0.309,0.375,0.301,95,0,-0.1,-0.2,0,,,,,,,,,,,,,,,
Batter,Ryan Ward,LAD,8,32,1,4,4,0,7.70%,26.50%,0.18,0.264,0.22,0.283,0.4,0.295,88,0,-0.5,-0.4,0,,,,,,,,,,,,,,,
Batter,LuJames Groover,ARI,1,5,0,1,1,0,8.70%,18.10%,0.124,0.305,0.261,0.332,0.385,0.316,101,0,0,0,0,,,,,,,,,,,,,,,
Batter,Wilmer Flores,,30,128,5,14,15,0,8.20%,18.50%,0.164,0.257,0.236,0.306,0.4,0.308,97,-0.6,-1.1,-3,0,,,,,,,,,,,,,,,
Batter,Andre Lipcius,,5,18,0,2,2,0,8.60%,23.40%,0.131,0.271,0.222,0.295,0.353,0.286,82,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Sam Huff,BAL,2,8,0,1,1,0,7.20%,34.00%,0.143,0.292,0.208,0.269,0.351,0.272,73,0,-0.3,0.2,0,,,,,,,,,,,,,,,
Batter,Gabriel Rincones Jr.,PHI,11,44,1,5,5,1,10.30%,27.40%,0.15,0.274,0.215,0.303,0.365,0.294,86,0,-0.7,-0.5,0,,,,,,,,,,,,,,,
Batter,Vinny Capra,BOS,3,11,0,1,1,0,8.40%,23.00%,0.112,0.293,0.234,0.304,0.346,0.288,79,0,-0.3,0.1,0,,,,,,,,,,,,,,,
Batter,Chadwick Tromp,ATL,3,11,0,1,1,0,7.40%,26.40%,0.113,0.268,0.208,0.27,0.322,0.262,65,0,-0.5,0.2,0,,,,,,,,,,,,,,,
Batter,Javi Vaz,KCR,2,9,0,1,1,0,10.10%,13.00%,0.087,0.27,0.24,0.324,0.327,0.293,83,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Ramón Rodríguez,MIL,1,5,0,0,0,0,8.50%,15.80%,0.119,0.257,0.231,0.304,0.349,0.29,85,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Dairon Blanco,TEX,6,25,1,3,2,2,6.70%,25.40%,0.122,0.298,0.233,0.295,0.355,0.287,84,0.2,-0.3,-0.4,0,,,,,,,,,,,,,,,
Batter,Estevan Florial,,4,17,0,2,2,1,9.10%,30.10%,0.154,0.299,0.223,0.299,0.378,0.296,88,0,-0.2,-0.2,0,,,,,,,,,,,,,,,
Batter,Jamie Westbrook,,4,15,0,2,1,0,8.60%,20.80%,0.113,0.274,0.227,0.302,0.34,0.286,81,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Juan Yepez,,5,22,1,2,3,0,7.80%,18.70%,0.157,0.268,0.24,0.303,0.397,0.305,94,0,-0.2,-0.4,0,,,,,,,,,,,,,,,
Batter,Paul McIntosh,PHI,2,6,0,1,1,0,8.80%,23.90%,0.13,0.259,0.212,0.29,0.342,0.28,76,0,-0.2,0.1,0,,,,,,,,,,,,,,,
Batter,Junior Perez,ATH,12,47,1,5,5,1,9.50%,32.00%,0.148,0.286,0.207,0.286,0.355,0.283,76,0,-1.3,-0.2,0,,,,,,,,,,,,,,,
Batter,Anthony Rendon,LAA,2,10,0,1,1,0,9.70%,18.60%,0.109,0.27,0.229,0.314,0.338,0.292,85,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Clay Dungan,SDP,3,13,0,1,1,0,9.20%,27.40%,0.097,0.277,0.204,0.285,0.301,0.264,70,0,-0.5,0.2,0,,,,,,,,,,,,,,,
Batter,Joshua Palacios,,4,16,0,2,2,0,8.00%,23.60%,0.142,0.29,0.238,0.307,0.38,0.302,92,0,-0.2,-0.2,0,,,,,,,,,,,,,,,
Batter,Charles Leblanc,,2,8,0,1,1,0,10.80%,28.40%,0.127,0.305,0.226,0.315,0.352,0.297,89,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Abraham Toro,KCR,8,33,1,4,3,0,7.10%,19.50%,0.136,0.285,0.244,0.305,0.38,0.3,88,-0.1,-0.6,-0.5,0,,,,,,,,,,,,,,,
Batter,DJ LeMahieu,,2,8,0,1,1,0,9.30%,21.20%,0.107,0.304,0.248,0.322,0.355,0.301,91,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,MJ Melendez,NYM,16,65,2,7,8,1,8.60%,29.00%,0.176,0.265,0.212,0.284,0.388,0.293,90,-0.1,-0.9,-1.1,0,,,,,,,,,,,,,,,
Batter,Rafael Lantigua,TOR,2,7,0,1,1,0,11.30%,21.10%,0.092,0.28,0.224,0.316,0.316,0.286,82,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Connor Joe,SEA,5,20,0,2,2,0,10.30%,24.60%,0.126,0.276,0.218,0.307,0.344,0.291,91,0,-0.2,-0.3,0,,,,,,,,,,,,,,,
Batter,Chuckie Robinson,LAD,3,12,0,1,1,0,5.60%,26.90%,0.105,0.272,0.21,0.262,0.315,0.255,61,0,-0.6,0.2,0,,,,,,,,,,,,,,,
Batter,Alika Williams,PIT,11,43,1,4,4,0,6.60%,20.90%,0.098,0.283,0.231,0.288,0.328,0.273,71,-0.1,-1.5,0.2,0,,,,,,,,,,,,,,,
Batter,Dustin Harris,CHW,4,17,0,2,2,1,8.50%,23.80%,0.128,0.287,0.231,0.303,0.359,0.291,85,0,-0.3,-0.2,0,,,,,,,,,,,,,,,
Batter,Héctor Rodríguez,CIN,6,25,1,3,3,0,5.20%,17.80%,0.15,0.28,0.251,0.294,0.401,0.301,87,0,-0.4,-0.3,0,,,,,,,,,,,,,,,
Batter,Sam Hilliard,,3,11,0,1,1,0,9.30%,31.90%,0.176,0.301,0.222,0.297,0.398,0.301,92,0,-0.1,-0.1,0,,,,,,,,,,,,,,,
Batter,Sebastián Rivero,LAA,4,17,0,2,2,0,4.90%,22.80%,0.114,0.264,0.217,0.262,0.331,0.26,63,0,-0.8,0.3,0,,,,,,,,,,,,,,,
Batter,Malcom Nuñez,PIT,2,10,0,1,1,0,6.80%,21.30%,0.121,0.274,0.229,0.289,0.35,0.282,78,0,-0.3,0,0,,,,,,,,,,,,,,,
Batter,Jud Fabian,BAL,6,23,1,2,2,0,10.10%,34.30%,0.14,0.265,0.188,0.276,0.328,0.27,72,0,-0.8,0.1,0,,,,,,,,,,,,,,,
Batter,Joey Wiemer,WSN,33,134,4,13,13,2,8.80%,29.60%,0.14,0.273,0.207,0.285,0.347,0.279,77,-0.1,-3.7,-0.6,0,,,,,,,,,,,,,,,
Batter,Garrett Stubbs,PHI,7,27,0,3,2,0,8.10%,24.90%,0.102,0.274,0.214,0.287,0.316,0.269,68,0,-1.1,0.5,0,,,,,,,,,,,,,,,
Batter,René Pinto,PHI,4,14,0,1,2,0,5.30%,34.30%,0.158,0.282,0.206,0.253,0.364,0.268,68,0,-0.6,0.2,0,,,,,,,,,,,,,,,
Batter,Brandon Drury,KCR,4,16,0,2,2,0,7.10%,23.60%,0.141,0.275,0.227,0.29,0.367,0.288,80,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Jakson Reetz,SEA,1,5,0,0,0,0,7.70%,31.20%,0.144,0.243,0.185,0.26,0.329,0.261,71,0,-0.2,0.1,0,,,,,,,,,,,,,,,
Batter,Jason Delay,BOS,2,8,0,1,1,0,6.30%,21.60%,0.085,0.277,0.221,0.278,0.306,0.26,60,0,-0.4,0.1,0,,,,,,,,,,,,,,,
Batter,Cal Stevenson,DET,2,8,0,1,1,0,13.10%,25.00%,0.105,0.284,0.216,0.322,0.321,0.29,84,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Blake Sabol,TBR,5,18,0,2,2,0,8.50%,32.20%,0.125,0.285,0.203,0.279,0.328,0.27,70,0,-0.7,0.1,0,,,,,,,,,,,,,,,
Batter,Matt Rudick,NYM,2,8,0,1,1,0,10.60%,26.10%,0.11,0.271,0.206,0.299,0.316,0.278,79,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Brennen Davis,SEA,6,26,1,3,3,0,8.10%,31.50%,0.162,0.258,0.199,0.279,0.36,0.282,85,0,-0.5,-0.3,0,,,,,,,,,,,,,,,
Batter,Edward Olivares,TBR,4,18,1,2,2,0,6.90%,20.60%,0.147,0.277,0.24,0.3,0.386,0.3,90,0,-0.2,-0.3,0,,,,,,,,,,,,,,,
Batter,Daz Cameron,MIL,4,15,0,2,2,0,8.20%,28.00%,0.157,0.285,0.223,0.294,0.38,0.295,88,0,-0.2,-0.2,0,,,,,,,,,,,,,,,
Batter,Nick Senzel,LAD,5,20,1,2,2,0,8.60%,23.40%,0.127,0.258,0.214,0.287,0.34,0.278,76,0,-0.6,0,0,,,,,,,,,,,,,,,
Batter,Bryan Lavastida,ATH,1,4,0,0,0,0,8.40%,23.70%,0.121,0.269,0.217,0.291,0.337,0.279,74,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Gage Workman,DET,4,16,0,2,1,0,8.10%,36.30%,0.142,0.308,0.204,0.273,0.346,0.272,72,0,-0.5,0.1,0,,,,,,,,,,,,,,,
Batter,Curt Casali,,2,6,0,1,1,0,9.80%,23.40%,0.109,0.274,0.218,0.304,0.327,0.284,80,0,-0.2,0.1,0,,,,,,,,,,,,,,,
Batter,Patrick Wisdom,SEA,7,28,1,3,4,0,8.10%,34.80%,0.208,0.249,0.196,0.268,0.403,0.29,91,-0.1,-0.4,-0.5,0,,,,,,,,,,,,,,,
Batter,Darrien Miller,MIL,1,4,0,0,0,0,12.00%,28.70%,0.105,0.252,0.184,0.301,0.289,0.272,73,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Luca Tresh,KCR,1,3,0,0,0,0,7.10%,24.40%,0.142,0.273,0.223,0.283,0.365,0.284,77,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Batter,Ryan Clifford,NYM,8,31,1,3,3,0,11.20%,30.30%,0.163,0.269,0.206,0.303,0.369,0.297,92,0,-0.3,-0.6,0,,,,,,,,,,,,,,,
Batter,Kaelen Culpepper,MIN,1,2,0,0,0,0,7.10%,20.50%,0.13,0.289,0.244,0.306,0.374,0.299,90,0,0,0,0,,,,,,,,,,,,,,,
Batter,Jacob Amaya,ARI,3,12,0,1,1,0,9.00%,26.50%,0.107,0.277,0.212,0.287,0.319,0.271,70,0,-0.4,0.1,0,,,,,,,,,,,,,,,
Batter,David Bote,LAD,2,9,0,1,1,0,7.20%,24.00%,0.137,0.278,0.226,0.289,0.363,0.286,82,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Max Clark,DET,1,2,0,0,0,0,11.70%,22.00%,0.129,0.288,0.234,0.329,0.364,0.308,97,0,0,0,0,,,,,,,,,,,,,,,
Batter,Dominic Fletcher,PIT,10,40,1,4,4,0,6.30%,21.60%,0.125,0.288,0.237,0.293,0.363,0.287,80,-0.1,-1,-0.3,0,,,,,,,,,,,,,,,
Batter,Jared Serna,MIA,10,40,1,4,3,1,7.60%,18.50%,0.095,0.261,0.22,0.286,0.316,0.268,68,0,-1.5,0.3,0,,,,,,,,,,,,,,,
Batter,Jake Cave,,6,23,1,2,2,0,6.40%,24.90%,0.14,0.307,0.244,0.296,0.384,0.296,88,0,-0.3,-0.4,0,,,,,,,,,,,,,,,
Batter,Christian Cerda,ARI,0,2,0,0,0,0,11.20%,22.00%,0.13,0.263,0.218,0.311,0.348,0.294,86,0,0,0,0,,,,,,,,,,,,,,,
Batter,Kevin Kiermaier,,3,12,0,1,1,0,6.10%,27.10%,0.125,0.294,0.225,0.278,0.351,0.276,74,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Keston Hiura,LAD,2,8,0,1,1,0,7.00%,31.50%,0.18,0.299,0.228,0.296,0.408,0.305,95,0,-0.1,-0.1,0,,,,,,,,,,,,,,,
Batter,Onil Perez,SFG,1,2,0,0,0,0,9.20%,17.20%,0.088,0.271,0.229,0.307,0.318,0.281,80,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Kevin Parada,NYM,1,4,0,0,0,0,7.40%,30.50%,0.122,0.274,0.202,0.268,0.324,0.262,68,0,-0.2,0.1,0,,,,,,,,,,,,,,,
Batter,Hunter Renfroe,,4,16,1,2,2,0,7.90%,22.10%,0.168,0.267,0.232,0.297,0.4,0.304,93,-0.1,-0.2,-0.3,0,,,,,,,,,,,,,,,
Batter,Nick Solak,SDP,1,3,0,0,0,0,8.60%,19.70%,0.11,0.295,0.247,0.322,0.356,0.3,95,0,0,0,0,,,,,,,,,,,,,,,
Batter,BJ Murray,CHC,1,4,0,0,0,0,10.90%,26.00%,0.127,0.267,0.21,0.301,0.336,0.285,83,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Ismael Munguia,TOR,1,3,0,0,0,0,6.90%,14.20%,0.108,0.268,0.241,0.306,0.349,0.29,85,0,-0.1,0,0,,,,,,,,,,,,,,,
Batter,Danny Mendick,,2,8,0,1,1,0,6.70%,21.50%,0.117,0.278,0.231,0.288,0.348,0.28,77,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Jake Slaughter,,2,8,0,1,1,0,7.10%,29.20%,0.124,0.294,0.219,0.284,0.343,0.277,75,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Peyton Wilson,KCR,2,6,0,1,1,0,8.40%,25.50%,0.109,0.297,0.226,0.298,0.334,0.282,76,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Cooper Hummel,,2,6,0,1,1,0,12.50%,28.70%,0.142,0.29,0.214,0.322,0.356,0.304,93,0,-0.1,-0.1,0,,,,,,,,,,,,,,,
Batter,Vimael Machín,COL,4,16,0,2,2,0,7.70%,19.80%,0.126,0.295,0.249,0.311,0.375,0.3,77,0,-0.4,0,0,,,,,,,,,,,,,,,
Batter,Tanner Schobel,MIN,2,10,0,1,1,0,8.50%,23.80%,0.108,0.277,0.219,0.29,0.326,0.275,73,0,-0.3,0,0,,,,,,,,,,,,,,,
Batter,Andrew Cossetti,MIN,1,3,0,0,0,0,10.00%,32.20%,0.127,0.273,0.193,0.285,0.32,0.272,71,0,-0.1,0.1,0,,,,,,,,,,,,,,,
Pitcher,Tarik Skubal,DET,,,,,,,,,,,,,,,,,,,,14,9,0,32,32,199.2,10.95,1.96,0.91,0.288,77.20%,42.40%,2.79,2.78,5.9
Pitcher,Paul Skenes,PIT,,,,,,,,,,,,,,,,,,,,13,9,0,32,32,194,10.99,2.39,0.82,0.298,75.90%,44.40%,2.92,2.78,5.7
Pitcher,Garrett Crochet,BOS,,,,,,,,,,,,,,,,,,,,14,9,0,32,32,193,11.14,2.33,0.91,0.3,75.80%,45.50%,3.02,2.84,5.6
Pitcher,Cristopher Sánchez,PHI,,,,,,,,,,,,,,,,,,,,14,9,0,32,32,198,8.7,2.3,0.8,0.302,74.80%,54.50%,3.15,3.22,4.7
Pitcher,Chris Sale,ATL,,,,,,,,,,,,,,,,,,,,12,8,0,28,28,168.2,10.98,2.36,0.97,0.297,75.00%,41.70%,3.19,3.04,4.2
Pitcher,Logan Webb,SFG,,,,,,,,,,,,,,,,,,,,13,10,0,32,32,199.1,8.46,2.13,0.75,0.309,73.10%,54.70%,3.32,3.15,4.1
Pitcher,Cole Ragans,KCR,,,,,,,,,,,,,,,,,,,,12,9,0,29,29,172,11.02,3.26,0.99,0.293,76.00%,39.80%,3.31,3.3,4.1
Pitcher,Jacob deGrom,TEX,,,,,,,,,,,,,,,,,,,,11,9,0,29,29,174.2,10.44,2.05,1.22,0.29,74.50%,37.90%,3.52,3.34,4
Pitcher,Sonny Gray,BOS,,,,,,,,,,,,,,,,,,,,12,10,0,31,31,181.1,9.41,2.38,1.05,0.305,72.90%,45.10%,3.69,3.44,3.9
Pitcher,Dylan Cease,TOR,,,,,,,,,,,,,,,,,,,,12,9,0,31,31,177.2,10.57,3.29,1.07,0.288,75.10%,38.10%,3.54,3.52,3.8
Pitcher,Framber Valdez,DET,,,,,,,,,,,,,,,,,,,,12,10,0,31,31,190.1,8.33,2.93,0.73,0.308,73.30%,55.50%,3.43,3.44,3.7
Pitcher,Zack Wheeler,PHI,,,,,,,,,,,,,,,,,,,,11,7,0,26,26,154.2,10.33,2.27,1.04,0.288,75.60%,41.50%,3.2,3.22,3.7
Pitcher,Max Fried,NYY,,,,,,,,,,,,,,,,,,,,13,9,0,31,31,189.1,8.54,2.58,0.89,0.296,75.30%,50.50%,3.28,3.5,3.7
Pitcher,Hunter Brown,HOU,,,,,,,,,,,,,,,,,,,,12,10,0,31,31,184.1,9.79,2.97,1.02,0.299,73.70%,47.30%,3.63,3.54,3.6
Pitcher,Jesús Luzardo,PHI,,,,,,,,,,,,,,,,,,,,12,10,0,31,31,181,9.84,2.85,1.16,0.289,75.40%,40.40%,3.57,3.67,3.5
Pitcher,Yoshinobu Yamamoto,LAD,,,,,,,,,,,,,,,,,,,,11,7,0,26,26,154.1,9.48,2.75,0.98,0.3,74.50%,49.20%,3.45,3.46,3.4
Pitcher,Nathan Eovaldi,TEX,,,,,,,,,,,,,,,,,,,,11,9,0,29,29,174.2,8.85,2.3,1.06,0.3,73.20%,46.00%,3.65,3.58,3.4
Pitcher,Joe Ryan,MIN,,,,,,,,,,,,,,,,,,,,11,10,0,29,29,172.2,9.86,2.18,1.3,0.289,73.30%,33.60%,3.81,3.69,3.3
Pitcher,Bryan Woo,SEA,,,,,,,,,,,,,,,,,,,,12,10,0,32,32,195,9.02,2.04,1.2,0.284,74.00%,39.50%,3.6,3.66,3.3
Pitcher,Ranger Suarez,BOS,,,,,,,,,,,,,,,,,,,,11,10,0,29,29,171.2,8.04,2.59,0.96,0.306,72.90%,49.00%,3.74,3.69,3.3
Pitcher,Drew Rasmussen,TBR,,,,,,,,,,,,,,,,,,,,11,10,0,31,31,171,8.47,2.37,1.03,0.299,72.60%,45.70%,3.72,3.63,3.2
Pitcher,Shane McClanahan,TBR,,,,,,,,,,,,,,,,,,,,9,8,0,24,24,142.1,9.99,2.64,1.03,0.294,75.40%,44.50%,3.35,3.37,3.2
Pitcher,Logan Gilbert,SEA,,,,,,,,,,,,,,,,,,,,11,9,0,29,29,166.1,9.82,2.1,1.13,0.287,74.80%,39.80%,3.4,3.39,3.2
Pitcher,George Kirby,SEA,,,,,,,,,,,,,,,,,,,,12,10,0,31,31,178.1,8.77,1.71,1.11,0.29,73.50%,42.30%,3.51,3.49,3.2
Pitcher,Brandon Woodruff,MIL,,,,,,,,,,,,,,,,,,,,10,10,0,28,28,167.2,9.45,2.46,1.31,0.286,73.70%,36.40%,3.86,3.87,3.1
Pitcher,Kyle Bradish,BAL,,,,,,,,,,,,,,,,,,,,10,9,0,28,28,154,9.5,2.82,1.08,0.302,73.70%,45.20%,3.72,3.65,3
Pitcher,José Soriano,LAA,,,,,,,,,,,,,,,,,,,,11,11,0,31,31,177.1,8.37,3.83,0.75,0.312,73.50%,57.20%,3.68,3.79,3
Pitcher,Aaron Nola,PHI,,,,,,,,,,,,,,,,,,,,11,10,0,31,31,180.2,8.71,2.33,1.32,0.293,73.30%,42.30%,3.98,3.98,3
Pitcher,Kevin Gausman,TOR,,,,,,,,,,,,,,,,,,,,11,10,0,31,31,185.1,8.8,2.65,1.22,0.291,72.80%,37.90%,3.98,3.9,2.9
Pitcher,Michael King,SDP,,,,,,,,,,,,,,,,,,,,10,10,0,29,29,166.2,9.35,3.12,1.18,0.289,74.30%,40.20%,3.8,3.92,2.9
Pitcher,Tyler Glasnow,LAD,,,,,,,,,,,,,,,,,,,,10,7,0,24,24,141.1,10.49,3.31,1.06,0.296,74.30%,44.70%,3.61,3.53,2.9
Pitcher,Freddy Peralta,NYM,,,,,,,,,,,,,,,,,,,,11,9,0,29,29,168.1,9.9,3.34,1.2,0.282,74.30%,37.20%,3.8,3.92,2.7
Pitcher,MacKenzie Gore,TEX,,,,,,,,,,,,,,,,,,,,10,9,0,29,29,161.1,10.17,3.41,1.17,0.294,74.30%,39.00%,3.82,3.81,2.7
Pitcher,Nick Pivetta,SDP,,,,,,,,,,,,,,,,,,,,10,10,0,29,29,174,9.91,2.79,1.39,0.286,74.20%,33.80%,3.97,3.95,2.6
Pitcher,Eury Pérez,MIA,,,,,,,,,,,,,,,,,,,,9,10,0,28,28,154,10.02,3.14,1.28,0.285,73.20%,32.30%,4,3.91,2.6
Pitcher,Jack Flaherty,DET,,,,,,,,,,,,,,,,,,,,10,10,0,29,29,163,9.74,3.16,1.18,0.293,73.70%,39.80%,3.89,3.85,2.6
Pitcher,Yusei Kikuchi,LAA,,,,,,,,,,,,,,,,,,,,10,11,0,31,31,177.2,9.21,3.19,1.32,0.297,73.70%,40.70%,4.11,4.15,2.6
Pitcher,Shohei Ohtani,LAD,,,,,,,,,,,,,,,,,,,,9,6,0,23,23,117,10.5,2.79,1.14,0.29,75.40%,41.20%,3.46,3.49,2.6
Pitcher,Blake Snell,LAD,,,,,,,,,,,,,,,,,,,,9,6,0,23,23,127,11.04,3.94,1.05,0.292,75.70%,42.90%,3.54,3.59,2.5
Pitcher,Sandy Alcantara,MIA,,,,,,,,,,,,,,,,,,,,10,12,0,31,31,186.2,7.64,2.7,1.07,0.304,70.90%,47.00%,4.16,4.01,2.5
Pitcher,Spencer Strider,ATL,,,,,,,,,,,,,,,,,,,,10,8,0,26,26,151.1,10.48,3.23,1.18,0.295,73.90%,37.20%,3.82,3.73,2.5
Pitcher,Emmet Sheehan,LAD,,,,,,,,,,,,,,,,,,,,10,8,0,44,24,157,10.14,3.14,1.34,0.286,74.50%,35.70%,3.94,4,2.5
Pitcher,Nick Lodolo,CIN,,,,,,,,,,,,,,,,,,,,9,10,0,28,28,157,9.19,2.5,1.3,0.297,72.60%,42.20%,4.03,4.05,2.5
Pitcher,Cody Ponce,TOR,,,,,,,,,,,,,,,,,,,,9,9,0,44,23,154.2,8.76,2.56,1.13,0.3,72.50%,44.00%,3.91,3.8,2.4
Pitcher,Luis Castillo,SEA,,,,,,,,,,,,,,,,,,,,11,10,0,31,31,181.1,8.51,2.54,1.23,0.286,73.60%,39.90%,3.86,3.98,2.4
Pitcher,Merrill Kelly,ARI,,,,,,,,,,,,,,,,,,,,10,10,0,29,29,172.2,8.24,2.76,1.15,0.303,72.00%,42.30%,4.12,3.96,2.4
Pitcher,Brady Singer,CIN,,,,,,,,,,,,,,,,,,,,10,11,0,31,31,178.1,8.41,2.87,1.36,0.3,72.00%,43.90%,4.37,4.36,2.3
